Etablissement,Année,Ville,Académie,Secteur Public/Prive,Taux Brut de Réussite série L,Taux Brut de Réussite série ES,Taux Brut de Réussite série S,Taux Réussite Attendu France série L,Taux Réussite Attendu France série ES,Taux Réussite Attendu France série S
LYCEE CHARLES BAUDELAIRE,2018,ANNECY,GRENOBLE,PU,90,91,94,94,95,95
LYCEE LOUIS LACHENAL (GENERAL ET TECHNO.),2018,PRINGY,GRENOBLE,PU,,91,97,,96,96
LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.),2018,VILLEFONTAINE,GRENOBLE,PU,92,91,91,93,90,92
LYCEE NOTRE DAME DES VICTOIRES,2018,VOIRON,GRENOBLE,PR,100,100,100,,97,96
LYCEE JEAN MOULIN,2018,ALBERTVILLE,GRENOBLE,PU,95,95,96,96,92,95
LYCEE MAITRISE DE MASSABIELLE,2018,POINTE A PITRE,GUADELOUPE,PR,100,100,98,91,92,94
LYCEE MELKIOR-GARRE (GENERAL ET TECHNO.),2018,CAYENNE,GUYANE,PU,90,88,90,80,84,83
LYCEE LUMINA SOPHIE (GENERAL ET TECHNO.),2018,ST LAURENT DU MARONI,GUYANE,PU,100,86,88,74,69,83
LYCEE LOUIS PAYEN,2018,ST PAUL,LA REUNION,PU,94,100,99,95,94,95
LYCEE SAINTE MARIE,2018,BEAUCAMPS LIGNY,LILLE,PR,100,99,100,96,97,97
LYCEE FENELON,2018,CAMBRAI,LILLE,PU,85,84,85,93,91,89
LYCEE ALFRED KASTLER,2018,DENAIN,LILLE,PU,,75,90,,77,84
LYCEE SAINT JEAN,2018,DOUAI,LILLE,PR,100,98,100,98,97,97
LYCEE AUGUSTE ANGELLIER,2018,DUNKERQUE,LILLE,PU,96,92,96,94,94,96
LYCEE SAINTE CLAIRE,2018,LILLE,LILLE,PR,100,92,100,95,92,93
LYCEE EIC LICP,2018,TOURCOING,LILLE,PR,,94,93,,90,91
LYCEE WATTEAU,2018,VALENCIENNES,LILLE,PU,95,95,93,94,95,95
LYCEE EDOUARD BRANLY (GENERAL ET TECHNO.),2018,BOULOGNE SUR MER,LILLE,PU,,91,94,,90,94
LYCEE CONDORCET,2018,LENS,LILLE,PU,97,80,85,86,88,81
LYCEE ANATOLE FRANCE,2018,LILLERS,LILLE,PU,94,90,97,92,90,94
LYCEE BOSSUET,2018,BRIVE LA GAILLARDE,LIMOGES,PR,84,96,95,96,91,97
LYCEE DU BUGEY,2018,BELLEY,LYON,PU,79,97,92,93,92,91
LYCEE PAUL PAINLEVE (GENERAL ET TECHNO.),2018,OYONNAX,LYON,PU,84,81,82,90,92,84
LYCEE DU FOREZ,2018,FEURS,LYON,PU,91,86,84,94,92,93
LYCEE ARAGON-PICASSO (GENERAL ET TECHNO.),2018,GIVORS,LYON,PU,79,83,89,92,93,93
LYCEE LA FAVORITE SAINTE THERESE,2018,LYON 05,LYON,PR,100,100,99,98,99,98
LYCEE VAL DE DURANCE (GENERAL ET TECHNO.),2018,PERTUIS,AIX-MARSEILLE,PU,84,83,90,90,93,92
LYCEE STEPHANE HESSEL,2018,VAISON LA ROMAINE,AIX-MARSEILLE,PU,86,93,96,92,90,94
LYCEE GEORGES COLOMB (GENERAL ET TECHNO.),2018,LURE,BESANCON,PU,97,85,93,94,92,95
LYCEE LA SAUQUE,2018,LA BREDE,BORDEAUX,PR,100,100,100,98,99,97
LYCEE MARGUERITE FILHOL,2018,FUMEL,BORDEAUX,PU,92,81,86,92,92,93
LYCEE NOTRE DAME DE LA PROVIDENCE,2018,AVRANCHES,CAEN,PR,93,100,84,95,93,94
LYCEE SAINT BENOIT,2018,MOULINS,CLERMONT-FERRAND,PR,100,90,91,,82,91
LYCEE SAINT-GABRIEL,2018,YSSINGEAUX,CLERMONT-FERRAND,PR,88,100,87,89,94,89
LYCEE GODEFROY DE BOUILLON,2018,CLERMONT FERRAND,CLERMONT-FERRAND,PR,100,100,94,92,94,95
LYCEE SAINT PIERRE,2018,COURPIERE,CLERMONT-FERRAND,PR,83,100,100,92,88,95
LYCEE MARTIN LUTHER KING,2018,BUSSY ST GEORGES,CRETEIL,PU,89,94,93,90,93,93
LYCEE DE COULOMMIERS (GENERAL ET TECHNO.),2018,COULOMMIERS,CRETEIL,PU,91,76,76,88,85,83
LYCEE JEANNE D'ARC SAINT ASPAIS,2018,FONTAINEBLEAU,CRETEIL,PR,100,97,100,96,95,94
LYCEE SAINT ASPAIS (GENERAL ET TECHNO.),2018,MELUN,CRETEIL,PR,95,100,99,97,98,97
LYCEE LES PANNEVELLES (GENERAL ET TECHNO.),2018,PROVINS,CRETEIL,PU,,,81,,,86
LYCEE JACQUES FEYDER,2018,EPINAY SUR SEINE,CRETEIL,PU,63,78,78,73,71,67
LYCEE PAULINE ROLAND (GENERAL ET TECHNO.),2018,CHEVILLY LARUE,CRETEIL,PU,,94,91,,92,82
LYCEE SAINT MICHEL DE PICPUS,2018,ST MANDE,CRETEIL,PR,,100,99,,99,98
LYCEE ANTOINE ROUSSIN,2016,ST LOUIS,LA REUNION,PU,83,96,89,86,88,88
LYCEE ST JOSEPH DE CLUNY,2016,FORT DE FRANCE,MARTINIQUE,PR,100,100,100,97,98,98
LYCEE ADVENTISTE RAMA (GENERAL ET TECHNO.),2016,STE LUCE,MARTINIQUE,PR,,100,100,,89,89
PENSIONNAT DE VERSAILLES,2016,BASSE TERRE,GUADELOUPE,PR,100,100,100,94,96,98
LYCEE SAINT CHARLES,2017,MARSEILLE 01,AIX-MARSEILLE,PU,88,87,83,92,85,87
LYCEE PIERRE MENDES FRANCE (GENERAL ET TECHNO.),2017,VITROLLES,AIX-MARSEILLE,PU,90,83,86,89,83,91
LYCEE DOMINIQUE VILLARS,2017,GAP,AIX-MARSEILLE,PU,95,96,96,94,92,95
LYCEE MIREILLE GRENET,2017,COMPIEGNE,AMIENS,PU,94,92,91,95,90,93
LYCEE SEVIGNE,2017,COMPIEGNE,AMIENS,PR,,100,,,95,
LYCEE GEORGES CUVIER,2017,MONTBELIARD,BESANCON,PU,91,89,93,92,93,94
LYCEE NORD BASSIN,2017,ANDERNOS LES BAINS,BORDEAUX,PU,92,87,89,95,92,95
LYCEE ST ELME,2017,ARCACHON,BORDEAUX,PR,100,96,98,,96,97
LYCEE VICTOR LOUIS (GENERAL ET TECHNO.),2017,TALENCE,BORDEAUX,PU,96,92,90,95,94,95
LYCEE JEAN TARIS (GENERAL ET TECHNO.),2017,PEYREHORADE,BORDEAUX,PU,,93,73,,84,86
LYCEE ALBERT LONDRES,2017,CUSSET,CLERMONT-FERRAND,PU,89,91,88,91,92,93
LYCEE EMILE DUCLAUX,2017,AURILLAC,CLERMONT-FERRAND,PU,88,93,98,95,96,98
LYCEE CHEVREUL,2016,LYON 07,LYON,PR,100,100,97,96,98,97
LYCEE FRANCOIS MANSART (GENERAL ET TECHNO.),2016,THIZY LES BOURGS,LYON,PU,100,93,87,,91,91
LYCEE JULES HAAG (GENERAL ET TECHNO.),2016,BESANCON,BESANCON,PU,,93,94,,95,96
LYCEE EDOUARD BELIN (GENERAL ET TECHNO.),2016,VESOUL,BESANCON,PU,100,95,83,92,95,95
LYCEE NOTRE DAME (GENERAL ET TECHNO.),2016,NEVERS,DIJON,PR,75,82,97,,93,96
LYCEE EDOUARD HERRIOT,2016,LA CHAPELLE ST LUC,REIMS,PU,95,88,90,95,93,91
LYCEE MARIE DE CHAMPAGNE (GENERAL ET TECHNO.),2016,TROYES,REIMS,PU,87,93,82,86,87,86
LYCEE ST BERNARD,2016,TROYES,REIMS,PR,100,96,94,95,93,95
LYCEE FREDERIC OZANAM,2016,CHALONS EN CHAMPAGNE,REIMS,PR,90,97,95,94,94,94
LYCEE JEAN-AUGUSTE MARGUERITTE (GENERAL ET TECHNO.),2016,VERDUN,NANCY-METZ,PU,97,93,97,92,95,95
LYCEE FELIX MAYER (GENERAL ET TECHNO.),2016,CREUTZWALD,NANCY-METZ,PU,89,93,94,93,88,93
LYCEE GUSTAVE EIFFEL (GENERAL ET TECHNO.),2016,TALANGE,NANCY-METZ,PU,,,78,,,78
LYCEE GENERAL LECLERC,2016,SAVERNE,STRASBOURG,PU,100,98,98,96,96,97
LYCEE JEAN MERMOZ (GENERAL ET TECHNO.),2016,ST LOUIS,STRASBOURG,PU,97,98,97,94,94,95
LYCEE THERESE D'AVILA,2016,LILLE,LILLE,PR,100,98,100,99,98,99
LYCEE ERNEST COUTEAUX (GENERAL ET TECHNO.),2016,ST AMAND LES EAUX,LILLE,PU,94,88,82,92,83,83
LYCEE SEVIGNE,2016,PARIS 05,PARIS,PR,100,96,100,99,99,98
LYCEE VICTOR DURUY,2016,PARIS 07,PARIS,PU,100,98,99,98,98,98
LYCEE OZAR HATORAH,2016,PARIS 11,PARIS,PR,,86,83,,78,83
LYCEE MARTIN LUTHER KING,2016,BUSSY ST GEORGES,CRETEIL,PU,95,98,96,96,97,96
LYCEE GASTON BACHELARD,2016,CHELLES,CRETEIL,PU,96,90,91,93,93,93
LYCEE VAN DONGEN,2016,LAGNY SUR MARNE,CRETEIL,PU,91,86,92,92,93,92
LYCEE SAINTE CROIX,2016,PROVINS,CRETEIL,PR,100,95,95,92,92,94
LYCEE JEAN MOULIN,2016,TORCY,CRETEIL,PU,76,83,80,90,91,76
LYCEE EUGENE DELACROIX (GENERAL ET TECHNO.),2016,DRANCY,CRETEIL,PU,85,84,69,82,81,73
LYCEE SUGER (GENERAL ET TECHNO.),2016,ST DENIS,CRETEIL,PU,58,78,72,78,72,68
LYCEE OZAR HATORAH GARCONS,2016,CRETEIL,CRETEIL,PR,,77,100,,78,89
LYCEE NOTRE DAME DE LA PROVIDENCE,2016,VINCENNES,CRETEIL,PR,100,96,100,99,98,99
LYCEE FRANCO ALLEMAND,2016,BUC,VERSAILLES,PU,100,100,100,,100,99
LYCEE LOUIS BASCAN (GENERAL ET TECHNO.),2016,RAMBOUILLET,VERSAILLES,PU,91,95,97,94,95,96
LYCEE VIOLLET-LE-DUC (GENERAL ET TECHNO.),2016,VILLIERS ST FREDERIC,VERSAILLES,PU,88,85,91,91,95,94
LYCEE JEAN PIERRE TIMBAUD (GENERAL ET TECHNO.),2016,BRETIGNY SUR ORGE,VERSAILLES,PU,96,85,79,92,91,94
LYCEE ROBERT DOISNEAU (GENERAL ET TECHNO.),2016,CORBEIL ESSONNES,VERSAILLES,PU,91,77,89,92,84,90
LYCEE NOTRE DAME,2016,BOULOGNE BILLANCOURT,VERSAILLES,PR,100,100,100,99,99,99
LYCEE RAMBAM,2016,BOULOGNE BILLANCOURT,VERSAILLES,PR,,100,100,,95,96
LYCEE GUY DE MAUPASSANT,2016,COLOMBES,VERSAILLES,PU,70,82,79,86,77,74
LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.),2016,LEVALLOIS PERRET,VERSAILLES,PU,89,91,93,93,92,93
LYCEE EVARISTE GALOIS (GENERAL ET TECHNO.),2016,BEAUMONT SUR OISE,VERSAILLES,PU,100,86,90,86,95,90
LYCEE CAMILLE SAINT-SAENS,2016,DEUIL LA BARRE,VERSAILLES,PU,91,81,87,91,89,85
LYCEE PARC DE VILGENIS (GENERAL ET TECHNO.),2018,MASSY,VERSAILLES,PU,95,85,94,90,91,96
LYCEE SAINTE GENEVIEVE,2018,ASNIERES SUR SEINE,VERSAILLES,PR,100,100,99,98,99,99
LYCEE SAINT DOMINIQUE,2018,NEUILLY SUR SEINE,VERSAILLES,PR,100,100,100,99,99,99
LYCEE NOTRE-DAME DE BURY,2018,MARGENCY,VERSAILLES,PR,100,98,99,98,98,98
LYCEE CAMILLE PISSARRO (GENERAL ET TECHNO.),2018,PONTOISE,VERSAILLES,PU,86,87,86,92,92,92
LYCEE VAUBAN (GENERAL ET TECHNO.),2018,PONTOISE,VERSAILLES,PR,,100,100,,95,96
LYCEE PIERRE CORNEILLE (GENERAL ET TECHNO.),2018,LA CELLE ST CLOUD,VERSAILLES,PU,100,91,96,94,95,96
LYCEE CHARLES DE GAULLE,2018,POISSY,VERSAILLES,PU,,94,94,,92,93
LYCEE SAINTE THERESE,2018,RAMBOUILLET,VERSAILLES,PR,100,100,100,99,99,99
LYCEE NOTRE-DAME,2012,PAMIERS,TOULOUSE,PR,100,94,95,91,71,86
LYCEE LA DECOUVERTE,2012,DECAZEVILLE,TOULOUSE,PU,77,82,91,86,91,92
LYCEE PAUL MATHOU,2012,GOURDAN POLIGNAN,TOULOUSE,PU,,,74,,,90
LYCEE L' ANNONCIATION,2012,SEILH,TOULOUSE,PR,100,100,93,82,87,91
LYCEE MONTALEMBERT LES MARISTES (GENERAL ET TECHNO.),2012,TOULOUSE,TOULOUSE,PR,100,81,76,82,87,79
LYCEE GASTON MONNERVILLE,2012,CAHORS CEDEX,TOULOUSE,PU,,,91,,,94
LYCEE LEO FERRE (GENERAL ET TECHNO.),2012,GOURDON,TOULOUSE,PU,100,94,91,93,96,92
LYCEE MARIE CURIE,2012,SCEAUX CEDEX,VERSAILLES,PU,100,96,99,97,97,98
LYCEE TOULOUSE LAUTREC,2012,VAUCRESSON,VERSAILLES,PU,100,80,85,83,81,74
LYCEE MONTESQUIEU,2012,HERBLAY,VERSAILLES,PU,98,93,89,90,93,95
LYCEE O R T (GENERAL ET TECHNO.),2012,VILLIERS LE BEL,VERSAILLES,PR,,100,100,,96,98
LYCEE NOTRE DAME,2012,VERNEUIL SUR SEINE,VERSAILLES,PR,96,100,100,98,99,98
LYCEE LES ISCLES (GENERAL ET TECHNO.),2013,MANOSQUE,AIX-MARSEILLE,PU,,,99,,,93
LYCEE MONTMAJOUR,2013,ARLES,AIX-MARSEILLE,PU,93,86,81,91,82,86
LYCEE SAINT EXUPERY,2013,MARSEILLE 15,AIX-MARSEILLE,PU,58,67,78,76,69,77
LYCEE SAINT JOSEPH,2013,CHATEAU THIERRY,AMIENS,PR,88,100,69,92,93,83
LYCEE JEAN MONNET,2013,CREPY EN VALOIS,AMIENS,PU,88,91,93,88,88,90
LYCEE NOTRE DAME DES ANGES,2013,BELFORT,BESANCON,PR,88,91,90,94,74,84
LYCEE MONTESQUIEU,2013,BORDEAUX,BORDEAUX,PU,90,81,85,91,95,95
LYCEE P. S. DE LAPLACE (GENERAL ET TECHNO.),2013,CAEN,CAEN,PU,,,94,,,96
LYCEE MARGUERITE DE NAVARRE,2013,ALENCON,CAEN,PU,88,94,98,87,93,91
LYCEE MURAT,2013,ISSOIRE,CLERMONT-FERRAND,PU,94,94,94,95,92,92
LYCEE URUGUAY FRANCE,2013,AVON,CRETEIL,PU,76,84,93,89,89,92
LYCEE HENRI BECQUEREL (GENERAL ET TECHNO.),2013,NANGIS,CRETEIL,PU,87,74,81,91,92,87
LYCEE JEAN MOULIN,2013,TORCY,CRETEIL,PU,94,76,86,91,88,84
LYCEE EUGENE HENAFF (GENERAL ET TECHNO.),2013,BAGNOLET,CRETEIL,PU,67,83,73,67,82,76
LYCEE FRANCOISE CABRINI,2013,NOISY LE GRAND,CRETEIL,PR,100,100,100,95,98,98
LYCEE MAXIMILIEN SORRE,2013,CACHAN,CRETEIL,PU,96,84,89,91,89,76
LYCEE SAINT JOSEPH,2012,MIRIBEL CEDEX,LYON,PR,,60,89,,75,94
LYCEE DU VAL DE SAONE,2012,TREVOUX CEDEX,LYON,PU,92,95,96,93,95,94
LYCEE JACOB HOLTZER,2012,FIRMINY CEDEX,LYON,PU,,,93,,,95
LYCEE DE CHIRONGUI (GENERAL ET TECHNO.),2012,CHIRONGUI,MAYOTTE,PU,57,61,63,,,
LYCEE FERDINAND FABRE,2012,BEDARIEUX,MONTPELLIER,PU,100,100,88,90,86,88
LYCEE FREDERIC CHOPIN,2012,NANCY CEDEX,NANCY-METZ,PU,90,82,91,93,91,96
LYCEE JEAN HANZELET (GENERAL ET TECHNO.),2012,PONT A MOUSSON CEDEX,NANCY-METZ,PU,,,94,,,92
LYCEE JEAN-VICTOR PONCELET,2012,ST AVOLD,NANCY-METZ,PU,94,96,93,88,89,90
LYCEE HELENE BOUCHER,2012,THIONVILLE,NANCY-METZ,PU,79,96,87,87,87,90
LYCEE NOTRE DAME DE LA PROVIDENCE,2012,THIONVILLE CEDEX,NANCY-METZ,PR,100,100,100,87,97,96
LYCEE BLANCHE DE CASTILLE,2012,NANTES CEDEX,NANTES,PR,100,100,100,93,98,98
LYCEE ST FELIX,2012,NANTES CEDEX,NANTES,PR,92,97,90,91,91,92
LYCEE NICOLAS APPERT,2012,ORVAULT CEDEX,NANTES,PU,94,91,96,94,96,97
LYCEE ANDRE MALRAUX,2012,ALLONNES CEDEX,NANTES,PU,89,96,96,93,94,91
LYCEE SIMONE VEIL,2012,VALBONNE,NICE,PU,86,88,89,93,93,94
LYCEE DU VAL D'ARGENS (GENERAL ET TECHNO.),2012,LE MUY,NICE,PU,77,90,94,91,88,92
LYCEE ANTOINE DE SAINT EXUPERY (GENERAL ET TECHNO.),2012,ST RAPHAEL CEDEX,NICE,PU,90,93,93,88,92,94
LYCEE FRANCOIS VILLON,2012,BEAUGENCY,ORLEANS-TOURS,PU,89,91,88,95,91,94
LYCEE SAINT FRANCOIS DE SALES (GENERAL ET TECHNO.),2012,GIEN CEDEX,ORLEANS-TOURS,PR,100,92,100,88,86,98
LYCEE JACQUES MONOD,2012,ST JEAN DE BRAYE CEDEX,ORLEANS-TOURS,PU,79,82,93,92,92,95
LYCEE NOTRE-DAME -ST VINCENT DE PAUL (GENERAL ET TECHNO.),2012,PARIS 13,PARIS,PR,91,,85,89,,86
LYCEE GEORGES BRASSENS,2012,PARIS 19,PARIS,PU,91,,93,96,,97
LYCEE SAINT JOSEPH,2013,THONON LES BAINS,GRENOBLE,PR,100,100,100,96,94,96
LYCEE UNIT? SOINS ETUDES GR?SIVAUDAN (GENERAL ET TECHNO.),2013,LA TRONCHE,GRENOBLE,PU,60,100,53,86,96,
LYCEE ARISTIDES BERGES,2013,SEYSSINET PARISET,GRENOBLE,PU,100,96,92,91,95,94
LYCEE ROBIN,2013,VIENNE,GRENOBLE,PR,100,98,97,95,96,95
LYCEE MARLIOZ (GENERAL ET TECHNO.),2013,AIX LES BAINS,GRENOBLE,PU,97,98,95,93,96,96
LYCEE AMBROISE CROIZAT,2013,MOUTIERS,GRENOBLE,PU,88,98,94,86,94,95
LYCEE GASTON MONNERVILLE,2013,KOUROU,GUYANE,PU,83,84,83,80,85,92
LYCEE LES AVIRONS (GENERAL ET TECHNO.),2013,LES AVIRONS,LA REUNION,PU,81,88,90,96,91,95
LYCEE EVARISTE DE PARNY,2013,ST PAUL,LA REUNION,PU,91,97,88,95,94,96
LYCEE JEAN-BAPTISTE COROT,2013,DOUAI,LILLE,PU,83,78,83,91,88,86
LYCEE PRIVE DE GENECH,2013,GENECH,LILLE,PR,,100,100,,98,98
LYCEE FREDERIC OZANAM,2013,LILLE,LILLE,PR,,,100,,,97
LYCEE YVES KERNANEC,2013,MARCQ EN BAROEUL,LILLE,PU,96,86,89,93,93,94
LYCEE BAUDIMONT SAINT-CHARLES,2013,ARRAS,LILLE,PR,100,98,100,97,98,97
LYCEE NAZARETH HAFFREINGUE,2013,BOULOGNE SUR MER,LILLE,PR,96,95,96,96,97,97
LYCEE LA MALASSISE,2013,LONGUENESSE,LILLE,PR,,100,100,,98,98
LYCEE EUGENE WOILLEZ (GENERAL ET TECHNO.),2013,MONTREUIL,LILLE,PU,85,83,90,96,94,95
LYCEE AUGUSTE RENOIR,2013,LIMOGES,LIMOGES,PU,91,92,96,95,93,95
LYCEE RAOUL DAUTRY,2013,LIMOGES,LIMOGES,PU,,,94,,,92
LYCEE ARBEZ CARME,2013,OYONNAX,LYON,PU,,,100,,,93
LYCEE ALBERT THOMAS,2013,ROANNE,LYON,PU,88,92,96,91,95,94
LYCEE ETIENNE MIMARD,2013,ST ETIENNE,LYON,PU,,,84,,,92
LYCEE TEZENAS DU MONTCEL,2013,ST ETIENNE,LYON,PR,86,100,90,83,84,93
LYCEE SAINT MARC,2013,LYON 02,LYON,PR,100,100,100,96,98,97
LYCEE EDOUARD BRANLY (GENERAL ET TECHNO.),2013,LYON 05,LYON,PU,,87,91,,94,91
LYCEE DU PARC,2013,LYON 06,LYON,PU,95,100,99,98,99,98
LYCEE BELMONT-CAPDEPON,2013,LYON 07,LYON,PR,80,89,,80,81,
LYCEE BELLEVUE,2013,FORT DE FRANCE,MARTINIQUE,PU,94,100,95,91,96,93
LYCEE MONTGERALD,2013,LE MARIN,MARTINIQUE,PU,83,97,95,87,89,89
LYCEE CHARLES GIDE,2013,UZES,MONTPELLIER,PU,98,95,89,91,90,93
LYCEE GEORGES CLEMENCEAU,2013,MONTPELLIER,MONTPELLIER,PU,88,89,92,91,94,95
LYCEE STANISLAS (GENERAL ET TECHNO.),2013,VILLERS LES NANCY,NANCY-METZ,PU,,92,92,,94,96
LYCEE ALFRED KASTLER (GENERAL ET TECHNO.),2013,STENAY,NANCY-METZ,PU,100,100,96,95,95,95
LYCEE HENRI NOMINE (GENERAL ET TECHNO.),2013,SARREGUEMINES,NANCY-METZ,PU,,,98,,,90
LYCEE LOUIS LAPICQUE,2013,EPINAL,NANCY-METZ,PU,74,73,85,91,92,94
LYCEE GRAND AIR,2013,LA BAULE,NANTES,PU,86,96,96,95,97,98
LYCEE ST JOSEPH,2013,MACHECOUL,NANTES,PR,100,100,98,98,97,96
LYCEE ST LOUIS,2013,ST NAZAIRE,NANTES,PR,100,100,98,94,98,97
LYCEE CHAMP BLANC,2013,LE LONGERON,NANTES,PR,100,97,100,95,95,97
LYCEE FRANCOIS TRUFFAUT,2013,CHALLANS,NANTES,PU,90,93,93,97,96,95
LYCEE JEAN AICARD,2013,HYERES,NICE,PU,93,93,87,93,94,94
LYCEE FULBERT,2013,CHARTRES,ORLEANS-TOURS,PU,89,71,88,96,91,92
LYCEE EDOUARD BRANLY (GENERAL ET TECHNO.),2013,DREUX,ORLEANS-TOURS,PU,88,91,94,89,93,94
LYCEE GEORGE SAND (GENERAL ET TECHNO.),2013,LA CHATRE,ORLEANS-TOURS,PU,100,94,93,96,96,96
LYCEE SAINT MEDARD INST N-D LA RICHE,2013,TOURS,ORLEANS-TOURS,PR,100,100,98,90,95,97
LYCEE CHARLEMAGNE,2013,PARIS 04,PARIS,PU,100,88,99,98,96,98
LYCEE SAINT-NICOLAS,2013,PARIS 06,PARIS,PR,,,100,,,95
LYCEE DE LA MER ET DU LITTORAL,2013,BOURCEFRANC LE CHAPUS,POITIERS,PU,,100,100,,91,94
LYCEE SAINT-EXUPERY,2013,LA ROCHELLE,POITIERS,PU,97,94,88,95,94,95
LYCEE SAINT LOUIS,2013,PONT L ABBE D ARNOULT,POITIERS,PR,100,100,100,95,98,97
LYCEE BERNARD PALISSY,2013,SAINTES,POITIERS,PU,87,91,88,91,93,95
CITE SCOLAIRE JEAN MOULIN,2013,THOUARS,POITIERS,PU,89,89,100,96,96,95
LYCEE EUGENE HENAFF,2012,BAGNOLET,CRETEIL,PU,57,65,60,63,80,72
LYCEE EUGENE DELACROIX (GENERAL ET TECHNO.),2012,DRANCY,CRETEIL,PU,77,69,81,75,77,80
LYCEE BLANCHE DE CASTILLE,2012,VILLEMOMBLE,CRETEIL,PR,100,96,96,96,96,98
LYCEE MARX DORMOY,2012,CHAMPIGNY SUR MARNE,CRETEIL,PU,83,85,65,73,87,82
LYCEE ROBERT SCHUMAN (GENERAL ET TECHNO.),2012,CHARENTON LE PONT,CRETEIL,PU,75,52,81,90,86,89
LYCEE ALBERT DE MUN,2012,NOGENT SUR MARNE CEDEX,CRETEIL,PR,100,100,100,98,99,99
LYCEE PETIT VAL,2012,SUCY EN BRIE,CRETEIL,PR,100,100,100,97,99,98
LYCEE LÉON BLUM (GENERAL ET TECHNO.),2012,LE CREUSOT,DIJON,PU,78,87,100,88,92,95
LYCEE MARIE CURIE,2012,ECHIROLLES CEDEX,GRENOBLE,PU,89,93,96,89,93,96
LYCEE EAUX CLAIRES,2012,GRENOBLE CEDEX,GRENOBLE,PU,97,97,100,95,93,96
LYCEE ROBIN,2012,VIENNE CEDEX,GRENOBLE,PR,95,97,100,94,96,94
LYCEE DE ST PAUL 4 (GENERAL ET TECHNO.),2012,BOIS DE NEFLES ST PAUL,LA REUNION,PU,76,89,92,85,83,94
LYCEE AMBROISE VOLLARD,2012,ST PIERRE CEDEX,LA REUNION,PU,74,84,88,90,85,94
LYCEE EDMOND LABBE,2012,DOUAI CEDEX,LILLE,PU,,,86,,,78
LYCEE JEAN-BAPTISTE COROT,2012,DOUAI CEDEX,LILLE,PU,83,89,76,85,84,77
LYCEE CESAR BAGGIO,2012,LILLE,LILLE,PU,,70,80,,66,81
LYCEE GUY MOLLET (GENERAL ET TECHNO.),2012,ARRAS CEDEX,LILLE,PU,100,75,91,90,87,81
LYCEE MARIETTE,2012,BOULOGNE SUR MER CEDEX,LILLE,PU,92,96,90,94,94,95
LYCEE AUGUSTE RENOIR,2012,LIMOGES CEDEX,LIMOGES,PU,93,91,89,95,94,95
LYCEE MARCEL PAGNOL,2012,MARSEILLE CEDEX 10,AIX-MARSEILLE,PU,95,90,86,83,84,84
LYCEE MONTGRAND,2012,MARSEILLE CEDEX 06,AIX-MARSEILLE,PU,87,75,74,85,81,80
LYCEE L'OLIVIER - ROBERT COFFY,2012,MARSEILLE 12,AIX-MARSEILLE,PR,100,100,95,91,95,95
LYCEE LOUIS PASTEUR,2012,BESANCON CEDEX,BESANCON,PU,95,95,91,94,94,95
LYCEE XAVIER MARMIER (GENERAL ET TECHNO.),2012,PONTARLIER CEDEX,BESANCON,PU,89,97,95,91,95,93
LYCEE LOUIS PASTEUR,2012,AVIGNON CEDEX,AIX-MARSEILLE,PR,100,97,98,91,93,93
LYCEE COMMERCE,2012,USTARITZ,BORDEAUX,PR,100,,95,94,,94
COURS NOTRE-DAME,2012,DOUVRES LA DELIVRANDE,CAEN,PR,83,95,82,91,88,91
LYCEE IMMAC.CONCEPT.BEAU FRENE,2012,PAU CEDEX,BORDEAUX,PR,92,95,97,90,93,93
LYCEE ST JOSEPH,2012,OLORON STE MARIE,BORDEAUX,PR,100,100,80,83,58,70
LYCEE RENE CASSIN,2012,BAYONNE,BORDEAUX,PU,95,99,96,93,96,97
LYCEE ELIE FAURE,2012,LORMONT CEDEX,BORDEAUX,PU,74,78,82,89,83,86
LYCEE ANTOINE DE ST EXUPERY (GENERAL ET TECHNO.),2012,TERRASSON CEDEX,BORDEAUX,PU,100,92,97,87,95,92
LYCEE ST ELME,2012,ARCACHON,BORDEAUX,PR,100,100,100,94,95,96
LYCEE STE FAMILLE SAINTONGE,2012,BORDEAUX CEDEX,BORDEAUX,PR,,,60,,,76
LYCEE HENRI CORNAT,2012,VALOGNES,CAEN,PU,85,96,91,93,93,92
LYCEE AUGUSTE CHEVALIER,2012,DOMFRONT,CAEN,PU,100,95,87,96,94,87
LYCEE DES ANDAINES,2012,LA FERTE MACE,CAEN,PU,100,,97,90,,95
LYCEE JEAN XXIII,2012,QUINTIN,RENNES,PR,86,94,100,89,92,94
LYCEE ST JOSEPH,2012,BRUZ CEDEX,RENNES,PR,100,97,100,92,97,97
LYCEE SAINT-ADJUTOR,2012,VERNON,ROUEN,PR,95,93,92,89,94,87
LYCEE FERDINAND BUISSON,2012,ELBEUF CEDEX,ROUEN,PU,,73,90,,77,83
INSTITUTION STE PHILOMENE,2012,HAGUENAU CEDEX,STRASBOURG,PR,,100,98,,97,97
LYCEE PABLO PICASSO,2013,FONTENAY SOUS BOIS,CRETEIL,PU,93,92,78,93,89,89
LYCEE ROBERT SCHUMAN,2013,JOINVILLE LE PONT,CRETEIL,PR,,100,,,97,
LYCEE CHRISTOPHE COLOMB (GENERAL ET TECHNO.),2013,SUCY EN BRIE,CRETEIL,PU,100,85,88,96,95,95
